Date,BTC-USD
2018-12-05,3753.994873
2018-12-06,3521.101807
2018-12-07,3419.937256
2018-12-08,3476.114746
2018-12-09,3614.234375
2018-12-10,3502.656006
2018-12-11,3424.588135
2018-12-12,3486.950195
2018-12-13,3313.677246
2018-12-14,3242.484863
2018-12-15,3236.761719
2018-12-16,3252.839111
2018-12-17,3545.864746
2018-12-18,3696.059082
2018-12-19,3745.950684
2018-12-20,4134.441406
2018-12-21,3896.543701
2018-12-22,4014.182617
2018-12-23,3998.980225
2018-12-24,4078.599121
2018-12-25,3815.490723
2018-12-26,3857.297607
2018-12-27,3654.833496
2018-12-28,3923.918701
2018-12-29,3820.408691
2018-12-30,3865.952637
2018-12-31,3742.700439
2019-01-01,3843.52002
2019-01-02,3943.409424
2019-01-03,3836.741211
2019-01-04,3857.717529
2019-01-05,3845.19458
2019-01-06,4076.632568
2019-01-07,4025.248291
2019-01-08,4030.8479
2019-01-09,4035.296387
2019-01-10,3678.924561
2019-01-11,3687.365479
2019-01-12,3661.301025
2019-01-13,3552.953125
2019-01-14,3706.052246
2019-01-15,3630.675293
2019-01-16,3655.006836
2019-01-17,3678.563965
2019-01-18,3657.839355
2019-01-19,3728.568359
2019-01-20,3601.013672
2019-01-21,3576.032471
2019-01-22,3604.577148
2019-01-23,3585.123047
2019-01-24,3600.865479
2019-01-25,3599.765869
2019-01-26,3602.460449
2019-01-27,3583.96582
2019-01-28,3470.450439
2019-01-29,3448.116943
2019-01-30,3486.181641
2019-01-31,3457.792725
2019-02-01,3487.945313
2019-02-02,3521.060791
2019-02-03,3464.013428
2019-02-04,3459.154053
2019-02-05,3466.357422
2019-02-06,3413.767822
2019-02-07,3399.47168
2019-02-08,3666.780273
2019-02-09,3671.203613
2019-02-10,3690.188232
2019-02-11,3648.430664
2019-02-12,3653.528564
2019-02-13,3632.070557
2019-02-14,3616.880859
2019-02-15,3620.810791
2019-02-16,3629.787598
2019-02-17,3673.836182
2019-02-18,3915.714355
2019-02-19,3947.094482
2019-02-20,3999.820557
2019-02-21,3954.118164
2019-02-22,4005.526611
2019-02-23,4142.526855
2019-02-24,3810.42749
2019-02-25,3882.696289
2019-02-26,3854.35791
2019-02-27,3851.047363
2019-02-28,3854.7854
2019-03-01,3859.58374
2019-03-02,3864.415039
2019-03-03,3847.175781
2019-03-04,3761.557129
2019-03-05,3896.375
2019-03-06,3903.942627
2019-03-07,3911.484375
2019-03-08,3901.131592
2019-03-09,3963.313721
2019-03-10,3951.599854
2019-03-11,3905.227295
2019-03-12,3909.15625
2019-03-13,3906.717285
2019-03-14,3924.369141
2019-03-15,3960.911133
2019-03-16,4048.72583
2019-03-17,4025.229004
2019-03-18,4032.507324
2019-03-19,4071.190186
2019-03-20,4087.476318
2019-03-21,4029.326904
2019-03-22,4023.968262
2019-03-23,4035.826416
2019-03-24,4022.168213
2019-03-25,3963.070557
2019-03-26,3985.080811
2019-03-27,4087.066162
2019-03-28,4069.107178
2019-03-29,4098.374512
2019-03-30,4106.660156
2019-03-31,4105.404297
2019-04-01,4158.183105
2019-04-02,4879.87793
2019-04-03,4973.021973
2019-04-04,4922.798828
2019-04-05,5036.681152
2019-04-06,5059.817383
2019-04-07,5198.896973
2019-04-08,5289.770996
2019-04-09,5204.958496
2019-04-10,5324.551758
2019-04-11,5064.487793
2019-04-12,5089.539063
2019-04-13,5096.586426
2019-04-14,5167.722168
2019-04-15,5067.108398
2019-04-16,5235.55957
2019-04-17,5251.937988
2019-04-18,5298.385742
2019-04-19,5303.8125
2019-04-20,5337.88623
2019-04-21,5314.53125
2019-04-22,5399.365234
2019-04-23,5572.361816
2019-04-24,5464.866699
2019-04-25,5210.515625
2019-04-26,5279.348145
2019-04-27,5268.291016
2019-04-28,5285.13916
2019-04-29,5247.352539
2019-04-30,5350.726563
2019-05-01,5402.697266
2019-05-02,5505.283691
2019-05-03,5768.289551
2019-05-04,5831.16748
2019-05-05,5795.708496
2019-05-06,5746.807129
2019-05-07,5829.501465
2019-05-08,5982.45752
2019-05-09,6174.528809
2019-05-10,6378.849121
2019-05-11,7204.771484
2019-05-12,6972.371582
2019-05-13,7814.915039
2019-05-14,7994.416016
2019-05-15,8205.167969
2019-05-16,7884.90918
2019-05-17,7343.895508
2019-05-18,7271.208008
2019-05-19,8197.689453
2019-05-20,7978.309082
2019-05-21,7963.327637
2019-05-22,7680.066406
2019-05-23,7881.84668
2019-05-24,7987.371582
2019-05-25,8052.543945
2019-05-26,8673.21582
2019-05-27,8805.77832
2019-05-28,8719.961914
2019-05-29,8659.487305
2019-05-30,8319.472656
2019-05-31,8574.501953
2019-06-01,8564.016602
2019-06-02,8742.958008
2019-06-03,8208.995117
2019-06-04,7707.770996
2019-06-05,7824.231445
2019-06-06,7822.023438
2019-06-07,8043.951172
2019-06-08,7954.12793
2019-06-09,7688.077148
2019-06-10,8000.32959
2019-06-11,7927.714355
2019-06-12,8145.857422
2019-06-13,8230.923828
2019-06-14,8693.833008
2019-06-15,8838.375
2019-06-16,8994.488281
2019-06-17,9320.352539
2019-06-18,9081.762695
2019-06-19,9273.521484
2019-06-20,9527.160156
2019-06-21,10144.55664
2019-06-22,10701.69141
2019-06-23,10855.37109
2019-06-24,11011.10254
2019-06-25,11790.91699
2019-06-26,13016.23145
2019-06-27,11182.80664
2019-06-28,12407.33203
2019-06-29,11959.37109
2019-06-30,10817.15527
2019-07-01,10583.13477
2019-07-02,10801.67773
2019-07-03,11961.26953
2019-07-04,11215.4375
2019-07-05,10978.45996
2019-07-06,11208.55078
2019-07-07,11450.84668
2019-07-08,12285.95801
2019-07-09,12573.8125
2019-07-10,12156.5127
2019-07-11,11358.66211
2019-07-12,11815.98633
2019-07-13,11392.37891
2019-07-14,10256.05859
2019-07-15,10895.08984
2019-07-16,9477.641602
2019-07-17,9693.802734
2019-07-18,10666.48242
2019-07-19,10530.73242
2019-07-20,10767.13965
2019-07-21,10599.10547
2019-07-22,10343.10645
2019-07-23,9900.767578
2019-07-24,9811.925781
2019-07-25,9911.841797
2019-07-26,9870.303711
2019-07-27,9477.677734
2019-07-28,9552.860352
2019-07-29,9519.145508
2019-07-30,9607.423828
2019-07-31,10085.62793
2019-08-01,10399.66895
2019-08-02,10518.1748
2019-08-03,10821.72656
2019-08-04,10970.18457
2019-08-05,11805.65332
2019-08-06,11478.16895
2019-08-07,11941.96875
2019-08-08,11966.40723
2019-08-09,11862.93652
2019-08-10,11354.02441
2019-08-11,11523.5791
2019-08-12,11382.61621
2019-08-13,10895.83008
2019-08-14,10051.7041
2019-08-15,10311.5459
2019-08-16,10374.33887
2019-08-17,10231.74414
2019-08-18,10345.81055
2019-08-19,10916.05371
2019-08-20,10763.23242
2019-08-21,10138.0498
2019-08-22,10131.05566
2019-08-23,10407.96484
2019-08-24,10159.96094
2019-08-25,10138.51758
2019-08-26,10370.82031
2019-08-27,10185.5
2019-08-28,9754.422852
2019-08-29,9510.200195
2019-08-30,9598.173828
2019-08-31,9630.664063
2019-09-01,9757.970703
2019-09-02,10346.76074
2019-09-03,10623.54004
2019-09-04,10594.49316
2019-09-05,10575.5332
2019-09-06,10353.30273
2019-09-07,10517.25488
2019-09-08,10441.27637
2019-09-09,10334.97461
2019-09-10,10115.97559
2019-09-11,10178.37207
2019-09-12,10410.12695
2019-09-13,10360.54688
2019-09-14,10358.04883
2019-09-15,10347.71289
2019-09-16,10276.79395
2019-09-17,10241.27246
2019-09-18,10198.24805
2019-09-19,10266.41504
2019-09-20,10181.6416
2019-09-21,10019.7168
2019-09-22,10070.39258
2019-09-23,9729.324219
2019-09-24,8620.566406
2019-09-25,8486.993164
2019-09-26,8118.967773
2019-09-27,8251.845703
2019-09-28,8245.915039
2019-09-29,8104.185547
2019-09-30,8293.868164
2019-10-01,8343.276367
2019-10-02,8393.041992
2019-10-03,8259.992188
2019-10-04,8205.939453
2019-10-05,8151.500488
2019-10-06,7988.155762
2019-10-07,8245.623047
2019-10-08,8228.783203
2019-10-09,8595.740234
2019-10-10,8586.473633
2019-10-11,8321.756836
2019-10-12,8336.555664
2019-10-13,8321.005859
2019-10-14,8374.686523
2019-10-15,8205.369141
2019-10-16,8047.526855
2019-10-17,8103.911133
2019-10-18,7973.20752
2019-10-19,7988.560547
2019-10-20,8222.078125
2019-10-21,8243.720703
2019-10-22,8078.203125
2019-10-23,7514.671875
2019-10-24,7493.48877
2019-10-25,8660.700195
2019-10-26,9244.972656
2019-10-27,9551.714844
2019-10-28,9256.148438
2019-10-29,9427.6875
2019-10-30,9205.726563
2019-10-31,9199.584961
2019-11-01,9261.104492
2019-11-02,9324.717773
2019-11-03,9235.354492
2019-11-04,9412.612305
2019-11-05,9342.527344
2019-11-06,9360.879883
2019-11-07,9267.561523
2019-11-08,8804.880859
2019-11-09,8813.582031
2019-11-10,9055.526367
2019-11-11,8757.788086
2019-11-12,8815.662109
2019-11-13,8808.262695
2019-11-14,8708.094727
2019-11-15,8491.992188
2019-11-16,8550.760742
2019-11-17,8577.975586
2019-11-18,8309.286133
2019-11-19,8206.145508
2019-11-20,8027.268066
2019-11-21,7642.75
2019-11-22,7296.577637
2019-11-23,7397.796875
2019-11-24,7047.916992
2019-11-25,7146.133789
2019-11-26,7218.371094
2019-11-27,7531.663574
2019-11-28,7463.105957
2019-11-29,7761.243652
2019-11-30,7569.629883
2019-12-01,7424.29248
2019-12-02,7321.988281
2019-12-03,7320.145508
2019-12-04,7252.034668
2019-12-05,7448.307617
2019-12-06,7546.996582
2019-12-07,7556.237793
2019-12-08,7564.345215
2019-12-09,7400.899414
2019-12-10,7278.119629
2019-12-11,7217.427246
2019-12-12,7243.134277
2019-12-13,7269.68457
2019-12-14,7124.673828
2019-12-15,7152.301758
2019-12-16,6932.480469
2019-12-17,6640.515137
2019-12-18,7276.802734
2019-12-19,7202.844238
2019-12-20,7218.816406
2019-12-21,7191.158691
2019-12-22,7511.588867
2019-12-23,7355.628418
2019-12-24,7322.532227
2019-12-25,7275.155762
2019-12-26,7238.966797
2019-12-27,7290.088379
2019-12-28,7317.990234
2019-12-29,7422.652832
2019-12-30,7292.995117
2019-12-31,7193.599121
2020-01-01,7200.174316
2020-01-02,6985.470215
2020-01-03,7344.884277
2020-01-04,7410.656738
2020-01-05,7411.317383
2020-01-06,7769.219238
2020-01-07,8163.692383
2020-01-08,8079.862793
2020-01-09,7879.071289
2020-01-10,8166.554199
2020-01-11,8037.537598
2020-01-12,8192.494141
2020-01-13,8144.194336
2020-01-14,8827.764648
2020-01-15,8807.010742
2020-01-16,8723.786133
2020-01-17,8929.038086
2020-01-18,8942.808594
2020-01-19,8706.245117
2020-01-20,8657.642578
2020-01-21,8745.894531
2020-01-22,8680.875977
2020-01-23,8406.515625
2020-01-24,8445.43457
2020-01-25,8367.847656
2020-01-26,8596.830078
2020-01-27,8909.819336
2020-01-28,9358.589844
2020-01-29,9316.629883
2020-01-30,9508.993164
2020-01-31,9350.529297
2020-02-01,9392.875
2020-02-02,9344.365234
2020-02-03,9293.521484
2020-02-04,9180.962891
2020-02-05,9613.423828
2020-02-06,9729.801758
2020-02-07,9795.943359
2020-02-08,9865.119141
2020-02-09,10116.67383
2020-02-10,9856.611328
2020-02-11,10208.23633
2020-02-12,10326.05469
2020-02-13,10214.37988
2020-02-14,10312.11621
2020-02-15,9889.424805
2020-02-16,9934.433594
2020-02-17,9690.142578
2020-02-18,10141.99609
2020-02-19,9633.386719
2020-02-20,9608.475586
2020-02-21,9686.441406
2020-02-22,9663.181641
2020-02-23,9924.515625
2020-02-24,9650.174805
2020-02-25,9341.705078
2020-02-26,8820.522461
2020-02-27,8784.494141
2020-02-28,8672.455078
2020-02-29,8599.508789
2020-03-01,8562.454102
2020-03-02,8869.669922
2020-03-03,8787.786133
2020-03-04,8755.246094
2020-03-05,9078.762695
2020-03-06,9122.545898
2020-03-07,8909.954102
2020-03-08,8108.116211
2020-03-09,7923.644531
2020-03-10,7909.729492
2020-03-11,7911.430176
2020-03-12,4970.788086
2020-03-13,5563.707031
2020-03-14,5200.366211
2020-03-15,5392.314941
2020-03-16,5014.47998
2020-03-17,5225.629395
2020-03-18,5238.438477
2020-03-19,6191.192871
2020-03-20,6198.77832
2020-03-21,6185.066406
2020-03-22,5830.254883
2020-03-23,6416.314941
2020-03-24,6734.803711
2020-03-25,6681.062988
2020-03-26,6716.44043
2020-03-27,6469.79834
2020-03-28,6242.193848
2020-03-29,6429.841797
2020-03-30,5922.042969
2020-03-31,6438.644531
2020-04-01,6606.776367
2020-04-02,6793.624512
2020-04-03,6733.387207
2020-04-04,6867.527344
2020-04-05,6791.129395
2020-04-06,7271.78125
2020-04-07,7176.414551
2020-04-08,7334.098633
2020-04-09,7302.089355
2020-04-10,6865.493164
2020-04-11,6859.083008
2020-04-12,6971.091797
2020-04-13,6845.037598
2020-04-14,6842.427734
2020-04-15,6642.109863
2020-04-16,7116.804199
2020-04-17,7096.18457
2020-04-18,7257.665039
2020-04-19,7189.424805
2020-04-20,6881.958496
2020-04-21,6880.323242
2020-04-22,7117.20752
2020-04-23,7429.724609
2020-04-24,7550.900879
2020-04-25,7569.936035
2020-04-26,7679.867188
2020-04-27,7795.601074
2020-04-28,7807.058594
2020-04-29,8801.038086
2020-04-30,8658.553711
2020-05-01,8864.766602
2020-05-02,8988.59668
2020-05-03,8897.46875
2020-05-04,8912.654297
2020-05-05,9003.070313
2020-05-06,9268.761719
2020-05-07,9951.518555
2020-05-08,9842.666016
2020-05-09,9593.896484
2020-05-10,8756.430664
2020-05-11,8601.795898
2020-05-12,8804.477539
2020-05-13,9269.987305
2020-05-14,9733.72168
2020-05-15,9328.197266
2020-05-16,9377.013672
2020-05-17,9670.739258
2020-05-18,9726.575195
2020-05-19,9729.038086
2020-05-20,9522.981445
2020-05-21,9081.761719
2020-05-22,9182.577148
2020-05-23,9209.287109
2020-05-24,8790.368164
2020-05-25,8906.93457
2020-05-26,8835.052734
2020-05-27,9181.017578
2020-05-28,9525.750977
2020-05-29,9439.124023
2020-05-30,9700.414063
2020-05-31,9461.058594
2020-06-01,10167.26855
2020-06-02,9529.803711
2020-06-03,9656.717773
2020-06-04,9800.636719
2020-06-05,9665.533203
2020-06-06,9653.679688
2020-06-07,9758.852539
2020-06-08,9771.489258
2020-06-09,9795.700195
2020-06-10,9870.094727
2020-06-11,9321.78125
2020-06-12,9480.84375
2020-06-13,9475.277344
2020-06-14,9386.788086
2020-06-15,9450.702148
2020-06-16,9538.024414
2020-06-17,9480.254883
2020-06-18,9411.84082
2020-06-19,9288.018555
2020-06-20,9332.34082
2020-06-21,9303.629883
2020-06-22,9648.717773
2020-06-23,9629.658203
2020-06-24,9313.610352
2020-06-25,9264.813477
2020-06-26,9162.917969
2020-06-27,9045.390625
2020-06-28,9143.582031
2020-06-29,9190.854492
2020-06-30,9137.993164
2020-07-01,9228.325195
2020-07-02,9123.410156
2020-07-03,9087.303711
2020-07-04,9132.488281
2020-07-05,9073.942383
2020-07-06,9375.474609
2020-07-07,9252.277344
2020-07-08,9428.333008
2020-07-09,9277.967773
2020-07-10,9278.807617
2020-07-11,9240.34668
2020-07-12,9276.5
2020-07-13,9243.614258
2020-07-14,9243.213867
2020-07-15,9192.836914
2020-07-16,9132.227539
2020-07-17,9151.392578
2020-07-18,9159.040039
2020-07-19,9185.817383
2020-07-20,9164.231445
2020-07-21,9374.887695
2020-07-22,9525.363281
2020-07-23,9581.072266
2020-07-24,9536.892578
2020-07-25,9677.113281
2020-07-26,9905.166992
2020-07-27,10990.87305
2020-07-28,10912.82324
2020-07-29,11100.46777
2020-07-30,11111.21387
2020-07-31,11323.4668
2020-08-01,11759.59277
2020-08-02,11053.61426
2020-08-03,11246.34863
2020-08-04,11205.89258
2020-08-05,11747.02246
2020-08-06,11779.77344
2020-08-07,11601.47266
2020-08-08,11754.0459
2020-08-09,11675.73926
2020-08-10,11878.11133
2020-08-11,11410.52539
2020-08-12,11584.93457
2020-08-13,11784.1377
2020-08-14,11768.87109
2020-08-15,11865.69824
2020-08-16,11892.80371
2020-08-17,12254.40234
2020-08-18,11991.2334
2020-08-19,11758.2832
2020-08-20,11878.37207
2020-08-21,11592.48926
2020-08-22,11681.8252
2020-08-23,11664.84766
2020-08-24,11774.5957
2020-08-25,11366.13477
2020-08-26,11488.36328
2020-08-27,11323.39746
2020-08-28,11542.5
2020-08-29,11506.86523
2020-08-30,11711.50586
2020-08-31,11680.82031
2020-09-01,11970.47852
2020-09-02,11414.03418
2020-09-03,10245.29688
2020-09-04,10511.81348
2020-09-05,10169.56738
2020-09-06,10280.35156
2020-09-07,10369.56348
2020-09-08,10131.5166
2020-09-09,10242.34766
2020-09-10,10363.13867
2020-09-11,10400.91504
2020-09-12,10442.1709
2020-09-13,10323.75586
2020-09-14,10680.83789
2020-09-15,10796.95117
2020-09-16,10974.90527
2020-09-17,10948.99023
2020-09-18,10944.58594
2020-09-19,11094.34668
2020-09-20,10938.27148
2020-09-21,10462.25977
2020-09-22,10538.45996
2020-09-23,10225.86426
2020-09-24,10745.54883
2020-09-25,10702.29004
2020-09-26,10754.4375
2020-09-27,10774.42676
2020-09-28,10721.32715
2020-09-29,10848.83008
2020-09-30,10787.61816
2020-10-01,10623.33008
2020-10-02,10585.16406
2020-10-03,10565.49316
2020-10-04,10684.42871
2020-10-05,10804.00098
2020-10-06,10621.66406
2020-10-07,10679.13672
2020-10-08,10923.62793
2020-10-09,11079.46582
2020-10-10,11296.36133
2020-10-11,11384.18164
2020-10-12,11555.36328
2020-10-13,11425.89941
2020-10-14,11429.50684
2020-10-15,11495.34961
2020-10-16,11322.12305
2020-10-17,11358.10156
2020-10-18,11483.35938
2020-10-19,11742.03711
2020-10-20,11916.33496
2020-10-21,12823.68945
2020-10-22,12965.8916
2020-10-23,12931.53906
2020-10-24,13108.0625
2020-10-25,13031.17383
2020-10-26,13075.24805
2020-10-27,13654.21875
2020-10-28,13271.28516
2020-10-29,13437.88281
2020-10-30,13546.52246
2020-10-31,13780.99512
